Keyword,Position,Word,Frequency,Log-Likelihood,Significance
Significance thresholds:,,,,,
,,,,LL >= 15.13,p < 0.0001
,,,,LL >= 10.83,p < 0.001
,,,,LL >= 6.63,p < 0.01
,,,,LL >= 3.84,p < 0.05
,,,,,
,,,,,
WORD: daulat,,,,,
mesyuarat,Right,kerana,5,3.83,not significant
mesyuarat,Right,ia,5,3.79,not significant
mesyuarat,Right,orang,4,0,not significant
mesyuarat,Right,ketika,4,15.45,p < 0.0001
mesyuarat,Right,adapun,4,5.34,p < 0.05
mesyuarat,Right,jaya,4,20.75,p < 0.0001
mesyuarat,Right,nantaka,4,22.45,p < 0.0001
mesyuarat,Right,mengutus,4,26.78,p < 0.0001
mesyuarat,Right,kepada,4,3.32,not significant
mesyuarat,Right,jika,4,5.78,p < 0.05
mesyuarat,Right,mengadap,4,5.85,p < 0.05
mesyuarat,Right,hamba,3,0.56,not significant
,,,,,
WORD: ehwal,,,,,
ehwal,Left,maka,72,70.73,p < 0.0001
ehwal,Left,segala,49,175.02,p < 0.0001
ehwal,Left,hal,43,414.67,p < 0.0001
ehwal,Left,pun,40,26.77,p < 0.0001
ehwal,Left,laksamana,14,0,not significant
ehwal,Left,datang,10,16.37,p < 0.0001
ehwal,Left,bendahara,10,9.44,p < 0.01
ehwal,Left,raja,9,0,not significant
ehwal,Left,setelah,9,2.8,not significant
ehwal,Left,mengadap,9,27.11,p < 0.0001
ehwal,Left,tuanku,8,9.1,p < 0.01
ehwal,Left,sembah,8,8.14,p < 0.01
ehwal,Left,baginda,8,6.37,p < 0.05
ehwal,Left,lalu,8,6.59,p < 0.05
ehwal,Left,masuk,7,16.61,p < 0.0001
ehwal,Left,hang,7,2.47,not significant
ehwal,Left,ia,7,9.51,p < 0.01
ehwal,Left,patik,6,0.77,not significant
ehwal,Left,orang,6,0,not significant
ehwal,Left,saudagar,6,19.38,p < 0.0001
ehwal,Left,terlalu,5,3.86,p < 0.05
ehwal,Left,kepada,5,6.02,p < 0.05
ehwal,Left,apa,5,13.27,p < 0.001
ehwal,Left,wijaya,5,15.67,p < 0.0001
ehwal,Left,sampai,5,17.12,p < 0.0001
ehwal,Left,patih,5,2.94,not significant
ehwal,Left,segera,5,11.66,p < 0.001
ehwal,Left,banyak,5,12.14,p < 0.001
ehwal,Left,berdatang,4,16.76,p < 0.0001
ehwal,Left,paduka,4,6.37,p < 0.05
ehwal,Left,anakanda,4,14.14,p < 0.001
ehwal,Left,kerma,4,10.86,p < 0.001
ehwal,Left,demikian,4,3.11,not significant
ehwal,Left,bertitah,4,12.77,p < 0.001
ehwal,Left,sang,4,4.13,p < 0.05
ehwal,Left,daulat,4,5.14,p < 0.05
ehwal,Left,keluar,4,9.4,p < 0.01
ehwal,Left,kembali,4,7.76,p < 0.01
ehwal,Left,membunuh,4,14.35,p < 0.001
ehwal,Left,syahbandar,4,11.52,p < 0.001
ehwal,Left,perahu,4,8.02,p < 0.01
ehwal,Left,persembahkan,4,16.69,p < 0.0001
ehwal,Left,maharaja,4,8.35,p < 0.01
ehwal,Left,sampailah,3,7,p < 0.01
ehwal,Left,kata,3,0,not significant
ehwal,Left,pekerjaan,3,7.62,p < 0.01
ehwal,Left,kakanda,3,13.62,p < 0.001
ehwal,Left,seraya,3,5.76,p < 0.05
ehwal,Left,titah,3,0,not significant
ehwal,Left,pergi,3,1.79,not significant
ehwal,Right,maka,60,39.37,p < 0.0001
ehwal,Right,pun,41,31.04,p < 0.0001
ehwal,Right,raja,33,71.9,p < 0.0001
ehwal,Right,semuanya,30,219.86,p < 0.0001
ehwal,Right,laksamana,20,12.73,p < 0.001
ehwal,Right,menengar,19,75.63,p < 0.0001
ehwal,Right,baginda,17,39.83,p < 0.0001
ehwal,Right,kata,13,21.55,p < 0.0001
ehwal,Right,terlalu,12,30.74,p < 0.0001
ehwal,Right,setelah,12,11.1,p < 0.001
ehwal,Right,kepada,11,31.02,p < 0.0001
ehwal,Right,bendahara,10,9.83,p < 0.01
ehwal,Right,patih,10,20.13,p < 0.0001
ehwal,Right,dipersembahkannya,10,77.69,p < 0.0001
ehwal,Right,sembah,10,15.02,p < 0.001
ehwal,Right,tun,9,6.23,p < 0.05
ehwal,Right,dipersembahkan,8,58.24,p < 0.0001
ehwal,Right,sang,7,15.33,p < 0.0001
ehwal,Right,demikian,7,13.55,p < 0.001
ehwal,Right,ia,7,9.78,p < 0.01
ehwal,Right,dikatakannya,6,53.16,p < 0.0001
ehwal,Right,amarah,6,37.3,p < 0.0001
ehwal,Right,melaka,6,5.39,p < 0.05
ehwal,Right,hairan,6,34.3,p < 0.0001
ehwal,Right,sukacita,5,20.57,p < 0.0001
ehwal,Right,datang,5,1.45,not significant
ehwal,Right,lalu,5,0,not significant
ehwal,Right,tuah,5,1.05,not significant
ehwal,Right,tatkala,5,16.31,p < 0.0001
ehwal,Right,hang,5,0,not significant
ehwal,Right,seri,5,6.94,p < 0.01
ehwal,Right,segala,5,0,not significant
ehwal,Right,titah,5,1.36,not significant
ehwal,Right,demi,4,23.24,p < 0.0001
ehwal,Right,kerma,4,11.01,p < 0.001
ehwal,Right,wijaya,4,10.91,p < 0.001
ehwal,Right,disembahkannya,4,40.04,p < 0.0001
ehwal,Right,penjurit,4,9.21,p < 0.01
ehwal,Right,lagi,4,4.95,p < 0.05
ehwal,Right,baiklah,4,9.21,p < 0.01
ehwal,Right,temenggung,3,4.33,p < 0.05
ehwal,Right,berlengkap,3,9.76,p < 0.01
ehwal,Right,hendak,3,0,not significant
ehwal,Right,membunuh,3,9.15,p < 0.01
ehwal,Right,sari,3,10.85,p < 0.001
ehwal,Right,peri,3,17.9,p < 0.0001
ehwal,Right,teja,3,5.46,p < 0.05
ehwal,Right,tuan,3,2.09,not significant
ehwal,Right,betara,3,0.3,not significant
ehwal,Right,tiada,3,0,not significant
,,,,,
WORD: adat,,,,,
adat,Left,maka,41,0,not significant
adat,Left,pun,28,2.14,not significant
adat,Left,raja,22,31.9,p < 0.0001
adat,Left,seperti,20,91.02,p < 0.0001
adat,Left,laksamana,14,0.07,not significant
adat,Left,patik,12,19.62,p < 0.0001
adat,Left,segala,10,5.14,p < 0.05
adat,Left,baik,10,35.4,p < 0.0001
adat,Left,kerana,10,22,p < 0.0001
adat,Left,tuanku,9,13.45,p < 0.001
adat,Left,titah,8,10.34,p < 0.01
adat,Left,kita,8,6.63,p < 0.01
adat,Left,tuan,6,12.99,p < 0.001
adat,Left,tiada,6,2.55,not significant
adat,Left,menteri,6,19.61,p < 0.0001
adat,Left,sembah,6,3.37,not significant
adat,Left,hai,6,12.04,p < 0.001
adat,Left,hang,6,0.99,not significant
adat,Left,setelah,5,0,not significant
adat,Left,baginda,5,0,not significant
adat,Left,tun,5,0,not significant
adat,Left,orang,5,0,not significant
adat,Left,anak,5,8.87,p < 0.01
adat,Left,bendahara,5,0,not significant
adat,Left,daulat,5,9.25,p < 0.01
adat,Left,syah,5,13.84,p < 0.001
adat,Left,alam,5,12,p < 0.001
adat,Left,hendak,5,2.27,not significant
adat,Left,mengadap,5,9.79,p < 0.01
adat,Left,datang,5,1.86,not significant
adat,Left,lagi,5,8.83,p < 0.01
adat,Left,sekalian,4,5.62,p < 0.05
adat,Left,kata,4,0,not significant
adat,Left,tatkala,4,11.59,p < 0.001
adat,Left,berjalan,4,8.89,p < 0.01
adat,Left,betara,4,3.04,not significant
adat,Left,adapun,4,5.53,p < 0.05
adat,Left,mana,4,8.46,p < 0.01
adat,Left,empat,4,7.68,p < 0.01
adat,Left,jebat,4,1.93,not significant
adat,Left,keempat,4,17.7,p < 0.0001
adat,Left,sang,3,1.73,not significant
adat,Left,oranglah,3,4.17,p < 0.05
adat,Left,puteri,3,9.87,p < 0.01
adat,Left,kaya,3,7.25,p < 0.01
adat,Left,saudagar,3,5.89,p < 0.05
adat,Left,seri,3,1.34,not significant
adat,Left,patih,3,0,not significant
adat,Left,tuah,3,0,not significant
adat,Left,mohonkan,3,10.83,p < 0.001
adat,Right,maka,42,1.96,not significant
adat,Right,raja,29,58.7,p < 0.0001
adat,Right,pun,24,0,not significant
adat,Right,baginda,17,41.59,p < 0.0001
adat,Right,laksamana,15,2.47,not significant
adat,Right,sembah,14,31.9,p < 0.0001
adat,Right,setelah,12,12.34,p < 0.001
adat,Right,tiada,12,21.99,p < 0.0001
adat,Right,segala,12,10.8,p < 0.01
adat,Right,orang,9,3.97,p < 0.05
adat,Right,patik,9,9.73,p < 0.01
adat,Right,melayu,8,32.91,p < 0.0001
adat,Right,hulubalang,8,35.35,p < 0.0001
adat,Right,menteri,8,30.92,p < 0.0001
adat,Right,besar,7,23.68,p < 0.0001
adat,Right,kita,7,4.09,p < 0.05
adat,Right,tuanku,7,7.09,p < 0.01
adat,Right,hari,7,19.66,p < 0.0001
adat,Right,menengar,6,10.67,p < 0.01
adat,Right,kepada,6,10.27,p < 0.01
adat,Right,melaka,6,6.01,p < 0.05
adat,Right,betara,6,9.55,p < 0.01
adat,Right,datang,6,4.55,p < 0.05
adat,Right,anakanda,5,20.61,p < 0.0001
adat,Right,hamba,5,6.39,p < 0.05
adat,Right,lalu,5,0.13,not significant
adat,Right,jika,5,9.81,p < 0.01
adat,Right,demikian,5,6.83,p < 0.01
adat,Right,hendak,5,2.38,not significant
adat,Right,mengadap,5,9.9,p < 0.01
adat,Right,tua,5,20.03,p < 0.0001
adat,Right,anak,5,8.98,p < 0.01
adat,Right,titah,5,1.87,not significant
adat,Right,daulat,5,9.36,p < 0.01
adat,Right,duduk,5,7.53,p < 0.01
adat,Right,keluar,5,14.7,p < 0.001
adat,Right,jangan,5,20.88,p < 0.0001
adat,Right,empat,5,11.94,p < 0.001
adat,Right,apabila,4,15.85,p < 0.0001
adat,Right,negeri,4,5.06,p < 0.05
adat,Right,mana,4,8.54,p < 0.01
adat,Right,kerana,4,1.56,not significant
adat,Right,ia,4,1.53,not significant
adat,Right,seri,4,4.18,p < 0.05
adat,Right,barang,3,7.79,p < 0.01
adat,Right,dilihat,3,5.14,p < 0.05
adat,Right,menyembah,3,3.71,not significant
adat,Right,demikianlah,3,12.78,p < 0.001
adat,Right,segenap,3,16.39,p < 0.0001
adat,Right,bawah,3,5,p < 0.05
,,,,,
WORD: syeikh,,,,,
syeikh,Left,maka,57,44.03,p < 0.0001
syeikh,Left,laksamana,38,81.29,p < 0.0001
syeikh,Left,pun,36,25.77,p < 0.0001
syeikh,Left,syeikh,22,213.39,p < 0.0001
syeikh,Left,setelah,17,31.28,p < 0.0001
syeikh,Left,kata,17,41.02,p < 0.0001
syeikh,Left,duduk,12,40.46,p < 0.0001
syeikh,Left,ia,12,32.32,p < 0.0001
syeikh,Left,tun,12,17.83,p < 0.0001
syeikh,Left,anakku,10,44.33,p < 0.0001
syeikh,Left,tuan,10,33.23,p < 0.0001
syeikh,Left,dusun,9,97.46,p < 0.0001
syeikh,Left,lalu,8,8.65,p < 0.01
syeikh,Left,orang,7,0.38,not significant
syeikh,Left,tuanku,7,7.9,p < 0.01
syeikh,Left,hari,6,15.69,p < 0.0001
syeikh,Left,malam,6,30.91,p < 0.0001
syeikh,Left,negeri,6,13.14,p < 0.001
syeikh,Left,diperhamba,6,30.19,p < 0.0001
syeikh,Left,menengar,6,11.36,p < 0.001
syeikh,Left,raja,6,0,not significant
syeikh,Left,pekerma,6,44.09,p < 0.0001
syeikh,Left,kasturi,6,19.79,p < 0.0001
syeikh,Left,melaka,5,3.76,not significant
syeikh,Left,kerana,5,4.75,p < 0.05
syeikh,Left,maksud,5,32.58,p < 0.0001
syeikh,Left,segala,5,0,not significant
syeikh,Left,mansur,5,46.44,p < 0.0001
syeikh,Left,kadam,5,36.95,p < 0.0001
syeikh,Left,allah,5,20.48,p < 0.0001
syeikh,Left,seorang,4,8.64,p < 0.01
syeikh,Left,kaki,4,21.98,p < 0.0001
syeikh,Left,datang,4,0.25,not significant
syeikh,Left,sembah,4,0,not significant
syeikh,Left,adapun,4,6.08,p < 0.05
syeikh,Left,minta,4,24.28,p < 0.0001
syeikh,Left,tiada,4,0,not significant
syeikh,Left,mana,4,9,p < 0.01
syeikh,Left,mengadap,4,6.59,p < 0.05
syeikh,Left,taala,4,16.25,p < 0.0001
syeikh,Left,memberi,4,16.43,p < 0.0001
syeikh,Left,doa,4,35.37,p < 0.0001
syeikh,Left,pergilah,3,12.85,p < 0.001
syeikh,Left,terlalu,3,0.02,not significant
syeikh,Left,banyak,3,4.99,p < 0.05
syeikh,Left,buahbuahan,3,19.94,p < 0.0001
syeikh,Left,dilihatnya,3,10.55,p < 0.01
syeikh,Left,menyembah,3,4.05,p < 0.05
syeikh,Left,suatu,3,8.62,p < 0.01
syeikh,Left,bawah,3,5.35,p < 0.05
syeikh,Right,maka,49,19.69,p < 0.0001
syeikh,Right,laksamana,48,121.84,p < 0.0001
syeikh,Right,pun,36,23.31,p < 0.0001
syeikh,Right,anakku,26,163.18,p < 0.0001
syeikh,Right,syeikh,22,211.89,p < 0.0001
syeikh,Right,mansur,17,198.36,p < 0.0001
syeikh,Right,tun,15,27.96,p < 0.0001
syeikh,Right,duduk,14,50.57,p < 0.0001
syeikh,Right,kata,14,27.39,p < 0.0001
syeikh,Right,setelah,13,16.06,p < 0.0001
syeikh,Right,raja,10,0,not significant
syeikh,Right,tiada,9,11.74,p < 0.001
syeikh,Right,lalu,9,11.24,p < 0.001
syeikh,Right,terlalu,7,11.44,p < 0.001
syeikh,Right,menengar,7,14.94,p < 0.001
syeikh,Right,pekerma,7,53.12,p < 0.0001
syeikh,Right,kasturi,7,24.76,p < 0.0001
syeikh,Right,ya,7,26.09,p < 0.0001
syeikh,Right,melaka,6,6.29,p < 0.05
syeikh,Right,datang,6,4.83,p < 0.05
syeikh,Right,adapun,6,13.58,p < 0.001
syeikh,Right,ia,6,7.44,p < 0.01
syeikh,Right,negeri,6,12.73,p < 0.001
syeikh,Right,tuanku,6,4.51,p < 0.05
syeikh,Right,segala,5,0,not significant
syeikh,Right,orang,5,0,not significant
syeikh,Right,dusun,5,47.93,p < 0.0001
syeikh,Right,mari,5,20.78,p < 0.0001
syeikh,Right,dapat,5,17.53,p < 0.0001
syeikh,Right,pisau,5,51.49,p < 0.0001
syeikh,Right,buahbuahan,4,28.61,p < 0.0001
syeikh,Right,kerana,4,1.74,not significant
syeikh,Right,daripada,4,6.89,p < 0.01
syeikh,Right,hari,4,6.95,p < 0.01
syeikh,Right,seperti,4,5.6,p < 0.05
syeikh,Right,kembali,4,8.51,p < 0.01
syeikh,Right,allah,4,14.33,p < 0.001
syeikh,Right,tempat,3,8.12,p < 0.01
syeikh,Right,berguru,3,20.44,p < 0.0001
syeikh,Right,suatu,3,8.42,p < 0.01
syeikh,Right,kaki,3,14.55,p < 0.001
syeikh,Right,melihat,3,3.41,not significant
syeikh,Right,menyembah,3,3.85,p < 0.05
syeikh,Right,atas,3,4.19,p < 0.05
syeikh,Right,sembah,3,0,not significant
syeikh,Right,tuan,3,2.54,not significant
syeikh,Right,hutan,3,24.6,p < 0.0001
syeikh,Right,padang,3,26.32,p < 0.0001
syeikh,Right,makan,3,6.85,p < 0.01
syeikh,Right,demikian,3,1.18,not significant
,,,,,
WORD: alamat,,,,,
alamat,Left,maka,52,43.4,p < 0.0001
alamat,Left,pun,29,15.34,p < 0.0001
alamat,Left,cogan,13,144.79,p < 0.0001
alamat,Left,laksamana,12,0.95,not significant
alamat,Left,raja,10,2.56,not significant
alamat,Left,setelah,10,10.25,p < 0.01
alamat,Left,segala,10,8.96,p < 0.01
alamat,Left,kerajaan,9,63.89,p < 0.0001
alamat,Left,payung,9,75.18,p < 0.0001
alamat,Left,patik,9,12.98,p < 0.001
alamat,Left,naik,8,29.42,p < 0.0001
alamat,Left,terkembanglah,8,72.71,p < 0.0001
alamat,Left,baginda,8,10.4,p < 0.01
alamat,Left,gajah,7,15.78,p < 0.0001
alamat,Left,puluh,7,26.62,p < 0.0001
alamat,Left,hari,7,22.19,p < 0.0001
alamat,Left,terdirilah,6,55.22,p < 0.0001
alamat,Left,empat,6,18.68,p < 0.0001
alamat,Left,atas,6,18.58,p < 0.0001
alamat,Left,bunyibunyian,6,32.49,p < 0.0001
alamat,Left,suatu,5,20.7,p < 0.0001
alamat,Left,sampailah,5,19.29,p < 0.0001
alamat,Left,genta,5,54.6,p < 0.0001
alamat,Left,kuning,4,29.29,p < 0.0001
alamat,Left,berbunyilah,4,30.17,p < 0.0001
alamat,Left,tujuh,4,11.93,p < 0.001
alamat,Left,lalu,4,0,not significant
alamat,Left,keluar,4,11.42,p < 0.001
alamat,Left,dua,4,10.19,p < 0.01
alamat,Left,memegang,3,14.96,p < 0.001
alamat,Left,iram,3,24.61,p < 0.0001
alamat,Left,naiklah,3,14.39,p < 0.001
alamat,Left,warnanya,3,23.81,p < 0.0001
alamat,Left,kenaikan,3,13.38,p < 0.001
alamat,Left,terlalu,3,0.76,not significant
alamat,Left,menantikan,3,17.22,p < 0.0001
alamat,Left,sampai,3,8.72,p < 0.01
alamat,Left,benua,3,8.45,p < 0.01
alamat,Left,ragam,3,24.2,p < 0.0001
alamat,Left,ketika,3,11.15,p < 0.001
alamat,Left,malam,3,12.03,p < 0.001
alamat,Left,lamanya,3,10.84,p < 0.001
alamat,Left,tatkala,3,8.11,p < 0.01
alamat,Left,daripada,3,4.38,p < 0.05
alamat,Left,bernama,2,0,not significant
alamat,Left,kuda,2,0,not significant
alamat,Left,kosa,2,0,not significant
alamat,Left,berapit,2,0,not significant
alamat,Left,buntut,2,0,not significant
alamat,Left,hadapan,2,0,not significant
alamat,Right,maka,55,53.15,p < 0.0001
alamat,Right,pun,50,81.91,p < 0.0001
alamat,Right,baginda,15,38.65,p < 0.0001
alamat,Right,raja,14,13.27,p < 0.001
alamat,Right,segala,12,15.37,p < 0.0001
alamat,Right,laksamana,12,1.19,not significant
alamat,Right,berangkat,11,66.44,p < 0.0001
alamat,Right,oranglah,10,42,p < 0.0001
alamat,Right,emas,9,38.81,p < 0.0001
alamat,Right,bermalaikan,8,88.56,p < 0.0001
alamat,Right,terdirilah,8,78.38,p < 0.0001
alamat,Right,negeri,7,19.35,p < 0.0001
alamat,Right,pegawai,6,15.65,p < 0.0001
alamat,Right,berbunyilah,6,50.24,p < 0.0001
alamat,Right,kata,6,3.57,not significant
alamat,Right,lalu,6,4.63,p < 0.05
alamat,Right,orang,5,0,not significant
alamat,Right,setelah,5,0,not significant
alamat,Right,hari,5,12.58,p < 0.001
alamat,Right,tujuh,5,17.25,p < 0.0001
alamat,Right,menteri,5,16.53,p < 0.0001
alamat,Right,masuk,5,11.11,p < 0.001
alamat,Right,keluar,5,16.6,p < 0.0001
alamat,Right,gendang,4,21.36,p < 0.0001
alamat,Right,duduk,4,5.76,p < 0.05
alamat,Right,bunyibunyian,4,18.49,p < 0.0001
alamat,Right,tiada,4,0.06,not significant
alamat,Right,mualim,4,30.56,p < 0.0001
alamat,Right,berpermata,3,23.87,p < 0.0001
alamat,Right,merangu,3,30.85,p < 0.0001
alamat,Right,medali,3,29.76,p < 0.0001
alamat,Right,dikarang,3,23.17,p < 0.0001
alamat,Right,empat,3,5.24,p < 0.05
alamat,Right,puluh,3,6.39,p < 0.05
alamat,Right,bagai,3,21.44,p < 0.0001
alamat,Right,nobat,3,26.12,p < 0.0001
alamat,Right,si,3,6.09,p < 0.05
alamat,Right,tetapi,3,7.83,p < 0.01
alamat,Right,hai,3,3.07,not significant
alamat,Right,sekalian,3,3.69,not significant
alamat,Right,mangkubumi,3,13,p < 0.001
alamat,Right,menyembah,3,4.85,p < 0.05
alamat,Right,patih,2,0,not significant
alamat,Right,arakarakan,2,0,not significant
alamat,Right,terlalu,2,0,not significant
alamat,Right,beraraklah,2,0,not significant
alamat,Right,kerajaan,2,0,not significant
alamat,Right,tunggul,2,0,not significant
alamat,Right,panjipanji,2,0,not significant
alamat,Right,dipasang,2,0,not significant
,,,,,
WORD: dunia,,,,,
dunia,Left,laksamana,20,25.29,p < 0.0001
dunia,Left,pun,17,0,not significant
dunia,Left,kerana,15,53.35,p < 0.0001
dunia,Left,maka,13,0,not significant
dunia,Left,tiada,13,32.72,p < 0.0001
dunia,Left,raja,11,6.7,p < 0.01
dunia,Left,aku,10,45.18,p < 0.0001
dunia,Left,kita,9,14.5,p < 0.001
dunia,Left,ayahanda,9,47.31,p < 0.0001
dunia,Left,ia,8,18.33,p < 0.0001
dunia,Left,hamba,8,21.94,p < 0.0001
dunia,Left,allah,7,36.25,p < 0.0001
dunia,Left,patik,7,7.72,p < 0.01
dunia,Left,mamak,7,35.9,p < 0.0001
dunia,Left,adapun,6,16.44,p < 0.0001
dunia,Left,hendak,6,8.19,p < 0.01
dunia,Left,taala,6,31.69,p < 0.0001
dunia,Left,bendahara,6,3.53,not significant
dunia,Left,tuan,6,16.26,p < 0.0001
dunia,Left,engkau,5,18.45,p < 0.0001
dunia,Left,hati,5,25.14,p < 0.0001
dunia,Left,tiadalah,5,26.99,p < 0.0001
dunia,Left,anakku,5,17.28,p < 0.0001
dunia,Left,diperhamba,5,25.38,p < 0.0001
dunia,Left,anak,4,7.5,p < 0.01
dunia,Left,segala,4,0,not significant
dunia,Left,banyak,4,10.59,p < 0.01
dunia,Left,terlalu,4,3.97,p < 0.05
dunia,Left,kata,4,0,not significant
dunia,Left,mati,4,12.88,p < 0.001
dunia,Left,seraya,4,12.65,p < 0.001
dunia,Left,berkata,4,14.74,p < 0.001
dunia,Left,demikianlah,4,21.44,p < 0.0001
dunia,Left,maharaja,4,11.02,p < 0.001
dunia,Left,setia,4,11.69,p < 0.001
dunia,Left,besar,3,6.64,p < 0.01
dunia,Left,menjadi,3,13.01,p < 0.001
dunia,Left,indah,3,10.72,p < 0.01
dunia,Left,sang,3,3.37,not significant
dunia,Left,hang,3,0,not significant
dunia,Left,harta,3,13.68,p < 0.001
dunia,Left,sekarang,3,9,p < 0.01
dunia,Left,pekerjaan,3,9.62,p < 0.01
dunia,Left,bendaharalah,3,24.69,p < 0.0001
dunia,Left,mengidupkan,3,36.78,p < 0.0001
dunia,Left,bapalah,3,31.28,p < 0.0001
dunia,Left,lagi,3,3.87,p < 0.05
dunia,Left,bonda,3,11.87,p < 0.001
dunia,Left,khabar,3,12.02,p < 0.001
dunia,Left,zaman,2,0,not significant
dunia,Right,maka,24,0,not significant
dunia,Right,pun,18,0,not significant
dunia,Right,hamba,13,48.18,p < 0.0001
dunia,Right,laksamana,13,5.15,p < 0.05
dunia,Right,kita,11,22.05,p < 0.0001
dunia,Right,akhirat,11,123.95,p < 0.0001
dunia,Right,raja,9,1.81,not significant
dunia,Right,allah,9,51.06,p < 0.0001
dunia,Right,tiada,9,15.97,p < 0.0001
dunia,Right,lagi,7,20.84,p < 0.0001
dunia,Right,kepada,6,13.37,p < 0.001
dunia,Right,aku,6,20.93,p < 0.0001
dunia,Right,kerana,6,10.3,p < 0.01
dunia,Right,tuan,5,11.69,p < 0.001
dunia,Right,melainkan,5,38.04,p < 0.0001
dunia,Right,setelah,5,0,not significant
dunia,Right,sembah,5,3.68,not significant
dunia,Right,tuanku,5,4.29,p < 0.05
dunia,Right,bonda,5,24.86,p < 0.0001
dunia,Right,adapun,5,11.84,p < 0.001
dunia,Right,demikian,5,9.42,p < 0.01
dunia,Right,demi,5,34.39,p < 0.0001
dunia,Right,ayahanda,5,20.37,p < 0.0001
dunia,Right,taala,4,17.86,p < 0.0001
dunia,Right,datang,4,1.86,not significant
dunia,Right,sang,4,6.77,p < 0.01
dunia,Right,hang,4,0,not significant
dunia,Right,benua,4,14.2,p < 0.001
dunia,Right,orang,4,0,not significant
dunia,Right,bendahara,4,0,not significant
dunia,Right,hendak,4,2.19,not significant
dunia,Right,kata,3,0,not significant
dunia,Right,tuah,3,0,not significant
dunia,Right,tiga,3,9.37,p < 0.01
dunia,Right,seperti,3,3.89,p < 0.05
dunia,Right,jika,3,4.37,p < 0.05
dunia,Right,patik,3,0,not significant
dunia,Right,dua,3,6.38,p < 0.05
dunia,Right,duli,3,1.88,not significant
dunia,Right,anak,3,3.87,p < 0.05
dunia,Right,berbuat,3,15.09,p < 0.001
dunia,Right,pekerjaan,3,9.6,p < 0.01
dunia,Right,dia,3,8.32,p < 0.01
dunia,Right,menengar,3,2.73,not significant
dunia,Right,negeri,3,3.62,not significant
dunia,Right,menjadi,2,0,not significant
dunia,Right,akhir,2,0,not significant
dunia,Right,zaman,2,0,not significant
dunia,Right,mana,2,0,not significant
dunia,Right,bicara,2,0,not significant
,,,,,
WORD: ilmu,,,,,
ilmu,Left,maka,22,0,not significant
ilmu,Left,laksamana,21,27.79,p < 0.0001
ilmu,Left,hang,17,46.84,p < 0.0001
ilmu,Left,pun,13,0,not significant
ilmu,Left,ilmu,13,128.39,p < 0.0001
ilmu,Left,tuah,12,30.61,p < 0.0001
ilmu,Left,nala,12,69.04,p < 0.0001
ilmu,Left,kerana,11,31.88,p < 0.0001
ilmu,Left,penjurit,11,54.07,p < 0.0001
ilmu,Left,adapun,11,43.05,p < 0.0001
ilmu,Left,sang,11,40.51,p < 0.0001
ilmu,Left,persata,11,92.2,p < 0.0001
ilmu,Left,tun,10,14.92,p < 0.001
ilmu,Left,berguru,8,73.7,p < 0.0001
ilmu,Left,hulubalang,8,39.23,p < 0.0001
ilmu,Left,orang,8,5.53,p < 0.05
ilmu,Left,terlalu,8,18.72,p < 0.0001
ilmu,Left,datang,7,10.86,p < 0.001
ilmu,Left,bijaksana,7,58.59,p < 0.0001
ilmu,Left,kata,7,7.06,p < 0.01
ilmu,Left,bagai,6,51.83,p < 0.0001
ilmu,Left,hendak,6,7.95,p < 0.01
ilmu,Left,jebat,5,7.17,p < 0.01
ilmu,Left,tetapi,5,18.68,p < 0.0001
ilmu,Left,tahu,5,21.27,p < 0.0001
ilmu,Left,saudagar,5,17.46,p < 0.0001
ilmu,Left,tahunya,5,41.37,p < 0.0001
ilmu,Left,baik,5,13.31,p < 0.001
ilmu,Left,hamba,5,8.82,p < 0.01
ilmu,Left,anakku,5,17.09,p < 0.0001
ilmu,Left,segala,5,0,not significant
ilmu,Left,hambamu,5,42.7,p < 0.0001
ilmu,Left,pergi,4,7.19,p < 0.01
ilmu,Left,banyak,4,10.44,p < 0.01
ilmu,Left,lekiu,4,19.65,p < 0.0001
ilmu,Left,syahadan,4,20.05,p < 0.0001
ilmu,Left,bukan,4,18.23,p < 0.0001
ilmu,Left,barangbarang,4,30.98,p < 0.0001
ilmu,Left,sangat,4,19.5,p < 0.0001
ilmu,Left,ia,4,3.47,not significant
ilmu,Left,tiada,3,0,not significant
ilmu,Left,kasturi,3,6.84,p < 0.01
ilmu,Left,lekir,3,12.46,p < 0.001
ilmu,Left,aria,3,15.25,p < 0.0001
ilmu,Left,putera,3,22.85,p < 0.0001
ilmu,Left,firasat,3,24.57,p < 0.0001
ilmu,Left,diajarnya,3,29.15,p < 0.0001
ilmu,Left,bendahara,3,0,not significant
ilmu,Left,seorang,3,5.87,p < 0.05
ilmu,Left,sama,3,9.8,p < 0.01
ilmu,Right,maka,27,0,not significant
ilmu,Right,penjurit,20,123.56,p < 0.0001
ilmu,Right,pun,18,0,not significant
ilmu,Right,ilmu,14,141.28,p < 0.0001
ilmu,Right,ia,11,32.53,p < 0.0001
ilmu,Right,setelah,11,15.48,p < 0.0001
ilmu,Right,hulubalang,9,46.86,p < 0.0001
ilmu,Right,laksamana,9,0,not significant
ilmu,Right,hambamu,9,88.05,p < 0.0001
ilmu,Right,kerana,8,18.63,p < 0.0001
ilmu,Right,tuah,8,14.46,p < 0.001
ilmu,Right,tiada,7,9.15,p < 0.01
ilmu,Right,tun,7,5.92,p < 0.05
ilmu,Right,kita,6,4.97,p < 0.05
ilmu,Right,lebih,6,45.8,p < 0.0001
